"filename", "language", "JSON", "JavaScript", "XML", "Swift", "TypeScript", "JSON with Comments", "Properties", "C++", "Project.pbxproj", "comment", "blank", "total"
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/.env", "Properties", 0, 0, 0, 0, 0, 0, 6, 0, 0, 2, 2, 10
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/app.js", "JavaScript", 0, 24, 0, 0, 0, 0, 0, 0, 0, 22, 28, 74
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/configs/db.config.js", "JavaScript", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/configs/jwt.config.js", "JavaScript", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/controllers/attendance.js", "JavaScript", 0, 264, 0, 0, 0, 0, 0, 0, 0, 47, 58, 369
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/controllers/department.js", "JavaScript", 0, 49, 0, 0, 0, 0, 0, 0, 0, 1, 11, 61
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/controllers/designation.js", "JavaScript", 0, 93, 0, 0, 0, 0, 0, 0, 0, 2, 22, 117
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/controllers/holiday.js", "JavaScript", 0, 73, 0, 0, 0, 0, 0, 0, 0, 8, 27, 108
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/controllers/leave.js", "JavaScript", 0, 321, 0, 0, 0, 0, 0, 0, 0, 90, 104, 515
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/controllers/login.js", "JavaScript", 0, 30, 0, 0, 0, 0, 0, 0, 0, 3, 4, 37
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/controllers/notifications.js", "JavaScript", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 2, 21
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/controllers/overtime.js", "JavaScript", 0, 212, 0, 0, 0, 0, 0, 0, 0, 10, 50, 272
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/controllers/shift.js", "JavaScript", 0, 99, 0, 0, 0, 0, 0, 0, 0, 4, 13, 116
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/controllers/statistic.js", "JavaScript", 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 6, 40
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/controllers/user.js", "JavaScript", 0, 326, 0, 0, 0, 0, 0, 0, 0, 61, 79, 466
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/crons/create_user_attendances.js", "JavaScript", 0, 50, 0, 0, 0, 0, 0, 0, 0, 5, 15, 70
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/crons/index.cron.js", "JavaScript", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/crons/log_address.cron.js", "JavaScript", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/dao/files.js", "JavaScript", 0, 24, 0, 0, 0, 0, 0, 0, 0, 12, 8, 44
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/dao/users.js", "JavaScript", 0, 99, 0, 0, 0, 0, 0, 0, 0, 5, 11, 115
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/index.ts", "TypeScript", 0, 0, 0, 0, 13, 0, 0, 0, 0, 2, 5, 20
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/jwt.js", "JavaScript", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/list-routes.ts", "TypeScript", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 4
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/middlewares/404.js", "JavaScript", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/middlewares/500.js", "JavaScript", 0, 11, 0, 0, 0, 0, 0, 0, 0, 3, 0, 14
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/middlewares/authenticated.js", "JavaScript", 0, 32, 0, 0, 0, 0, 0, 0, 0, 6, 13, 51
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/middlewares/formidable-multipart.js", "JavaScript", 0, 22, 0, 0, 0, 0, 0, 0, 0, 9, 5, 36
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/middlewares/log.js", "JavaScript", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/middlewares/role-limitation.js", "JavaScript", 0, 18, 0, 0, 0, 0, 0, 0, 0, 2, 7, 27
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/middlewares/zod.js", "JavaScript", 0, 10, 0, 0, 0, 0, 0, 0, 0, 11, 0, 21
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/migration.js", "JavaScript", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/migrations/1709298577459_create_table_users.js", "JavaScript", 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/migrations/1709300900527_create_table_roles.js", "JavaScript", 0, 11, 0, 0, 0, 0, 0, 0, 0, 1, 0, 12
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/migrations/1709302629931_seed_roles.js", "JavaScript", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/migrations/1709304238152_users_add_fk_role_id.js", "JavaScript", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/migrations/1709308594538_create_table_departments.js", "JavaScript", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/migrations/1709308605107_create_table_designations.js", "JavaScript", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/migrations/1709315420437_create_report_to.js", "JavaScript", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/migrations/1709315923943_users_add_department_id.js", "JavaScript", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/migrations/1709315936286_users_add_fk_department_id.js", "JavaScript", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/migrations/1709317478622_users_add_designation_id.js", "JavaScript", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/migrations/1709317484666_users_add_fk_designation_id.js", "JavaScript", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/migrations/1709317931204_seed_admin_user.js", "JavaScript", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/migrations/1709533659186_create_table_files.js", "JavaScript", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/migrations/1709969858016_users_add_avatar_id.js", "JavaScript", 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/migrations/1709969910025_users_add_fk_avatar_id.js", "JavaScript", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/migrations/1709982398109_users_add_employment_agreement_id.js", "JavaScript", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/migrations/1709982456595_users_add_fk_employment_agreement_id.js", "JavaScript", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/migrations/1710946902635_timebox_2.js", "JavaScript", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/migrations/1710946915413_create_table_holidays.js", "JavaScript", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/migrations/1710975501824_users_add_col_report_to.js", "JavaScript", 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/migrations/1711004088235_users_add_fk_report_to_user_id.js", "JavaScript", 0, 11, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/migrations/1711005294157_create_table_leaves.js", "JavaScript", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/migrations/1711006245087_create_table_users_leaves.js", "JavaScript", 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 1, 20
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/migrations/1711006804474_create_table_users_leaves_requests.js", "JavaScript", 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 3, 40
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/migrations/1711164944443_create_table_users_notifications.js", "JavaScript", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 3, 27
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/migrations/1711189195370_create_table_users_shifts.js", "JavaScript", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 2, 20
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/migrations/1711190162438_create_table_users_attendances.js", "JavaScript", 0, 22, 0, 0, 0, 0, 0, 0, 0, 0, 3, 25
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/migrations/1711191242243_create_table_users_attendances_requests.js", "JavaScript", 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 6, 40
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/migrations/1711211607265_users_overtimes_requests.js", "JavaScript", 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 5, 34
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/migrations/1711220374966_users_notifications_add_col_attendance_request_id.js", "JavaScript", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/migrations/1711220381024_users_notifications_add_fk_attendance_request_id.js", "JavaScript", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/migrations/1711220671937_users_notifications_add_col_overtime_request_id.js", "JavaScript", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/migrations/1711220677975_users_notifications_add_fk_overtime_request_id.js", "JavaScript", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/migrations/1711222542015_seed_users_shifts.js", "JavaScript", 0, 24, 0, 0, 0, 0, 0, 0, 0, 0, 1, 25
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/mysql.js", "JavaScript", 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/nodemon.json", "JSON", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/package-lock.json", "JSON", 1897, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1898
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/package.json", "JSON", 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 38
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/routes/attendance.js", "JavaScript", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 4, 22
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/routes/auth.js", "JavaScript", 0, 7, 0, 0, 0, 0, 0, 0, 0, 2, 3, 12
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/routes/department.js", "JavaScript", 0, 13, 0, 0, 0, 0, 0, 0, 0, 6, 5, 24
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/routes/designation.js", "JavaScript", 0, 14, 0, 0, 0, 0, 0, 0, 0, 6, 5, 25
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/routes/holidays.js", "JavaScript", 0, 14, 0, 0, 0, 0, 0, 0, 0, 10, 8, 32
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/routes/leaves.js", "JavaScript", 0, 21, 0, 0, 0, 0, 0, 0, 0, 7, 12, 40
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/routes/notifications.js", "JavaScript", 0, 9, 0, 0, 0, 0, 0, 0, 0, 3, 4, 16
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/routes/overtime.js", "JavaScript", 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 4, 22
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/routes/shift.js", "JavaScript", 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 4, 18
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/routes/statistics.js", "JavaScript", 0, 8, 0, 0, 0, 0, 0, 0, 0, 7, 6, 21
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/routes/user.js", "JavaScript", 0, 24, 0, 0, 0, 0, 0, 0, 0, 6, 12, 42
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/services/fileHandling.js", "JavaScript", 0, 54, 0, 0, 0, 0, 0, 0, 0, 29, 7, 90
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/tsconfig.json", "JSON with Comments", 0, 0, 0, 0, 0, 15, 0, 0, 0, 87, 9, 111
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/utils/date.ts", "TypeScript", 0, 0, 0, 0, 24, 0, 0, 0, 0, 2, 13, 39
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/utils/datefns-fast-wrapper.ts", "TypeScript", 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 4, 8
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/backend/utils/filteredObject.ts", "TypeScript", 0, 0, 0, 0, 12, 0, 0, 0, 0, 14, 4, 30
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/color-gen.js", "JavaScript", 0, 26, 0, 0, 0, 0, 0, 0, 0, 3, 9, 38
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/icons/ios/icon/cross.svg", "XML", 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 1, 5
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/ios/Playground.playground/Contents.swift", "Swift", 0, 0, 0, 6, 0, 0, 0, 0, 0, 7, 5, 18
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/ios/fyp/TANetworking/TANetworking.h", "C++", 0, 0, 0, 0, 0, 0, 0, 3, 0, 9, 7, 19
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/ios/fyp/TANetworking/ext/String+Error.swift", "Swift", 0, 0, 0, 4, 0, 0, 0, 0, 0, 6, 3, 13
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/ios/fyp/TANetworking/src/AttendanceService.swift", "Swift", 0, 0, 0, 141, 0, 0, 0, 0, 0, 7, 43, 191
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/ios/fyp/TANetworking/src/Config.swift", "Swift", 0, 0, 0, 56, 0, 0, 0, 0, 0, 13, 26, 95
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/ios/fyp/TANetworking/src/LeaveService.swift", "Swift", 0, 0, 0, 136, 0, 0, 0, 0, 0, 13, 42, 191
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/ios/fyp/TANetworking/src/LoginService.swift", "Swift", 0, 0, 0, 19, 0, 0, 0, 0, 0, 6, 8, 33
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/ios/fyp/TANetworking/src/NotificationService.swift", "Swift", 0, 0, 0, 42, 0, 0, 0, 0, 0, 12, 18, 72
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/ios/fyp/TANetworking/src/OvertimeService.swift", "Swift", 0, 0, 0, 141, 0, 0, 0, 0, 0, 7, 43, 191
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/ios/fyp/TANetworking/src/UserService.swift", "Swift", 0, 0, 0, 82, 0, 0, 0, 0, 0, 9, 20, 111
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/ios/fyp/TANetworking/src/data/AttendanceData.swift", "Swift", 0, 0, 0, 33, 0, 0, 0, 0, 0, 6, 4, 43
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/ios/fyp/TANetworking/src/data/AttendanceRequestData.swift", "Swift", 0, 0, 0, 53, 0, 0, 0, 0, 0, 6, 4, 63
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/ios/fyp/TANetworking/src/data/LeaveBalanceData.swift", "Swift", 0, 0, 0, 12, 0, 0, 0, 0, 0, 6, 3, 21
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/ios/fyp/TANetworking/src/data/LeaveRequestData.swift", "Swift", 0, 0, 0, 55, 0, 0, 0, 0, 0, 6, 4, 65
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/ios/fyp/TANetworking/src/data/LoginData.swift", "Swift", 0, 0, 0, 4, 0, 0, 0, 0, 0, 6, 3, 13
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/ios/fyp/TANetworking/src/data/ManagerData.swift", "Swift", 0, 0, 0, 17, 0, 0, 0, 0, 0, 6, 4, 27
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/ios/fyp/TANetworking/src/data/NotificationData.swift", "Swift", 0, 0, 0, 27, 0, 0, 0, 0, 0, 6, 4, 37
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/ios/fyp/TANetworking/src/data/OvertimeData.swift", "Swift", 0, 0, 0, 11, 0, 0, 0, 0, 0, 6, 4, 21
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/ios/fyp/TANetworking/src/data/OvertimeRequestData.swift", "Swift", 0, 0, 0, 47, 0, 0, 0, 0, 0, 6, 4, 57
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/ios/fyp/TANetworking/src/data/TeamMemberData.swift", "Swift", 0, 0, 0, 31, 0, 0, 0, 0, 0, 8, 4, 43
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/ios/fyp/TANetworking/src/data/UserData.swift", "Swift", 0, 0, 0, 69, 0, 0, 0, 0, 0, 6, 27, 102
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/ios/fyp/fyp.xcodeproj/project.pbxproj", "Project.pbxproj", 0, 0, 0, 0, 0, 0, 0, 0, 1725, 33, 17, 1775
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/ios/fyp/fyp/Assets.xcassets/AccentColor.colorset/Contents.json", "JSON", 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 12
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/ios/fyp/fyp/Assets.xcassets/AppIcon.appiconset/Contents.json", "JSON", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/ios/fyp/fyp/Assets.xcassets/Contents.json", "JSON", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/ios/fyp/fyp/Assets.xcassets/colors/Contents.json", "JSON", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/ios/fyp/fyp/Assets.xcassets/colors/bg/Contents.json", "JSON", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/ios/fyp/fyp/Assets.xcassets/colors/bg/bg-0.colorset/Contents.json", "JSON", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 21
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/ios/fyp/fyp/Assets.xcassets/colors/bg/bg-1.colorset/Contents.json", "JSON", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 21
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/ios/fyp/fyp/Assets.xcassets/colors/bg/bg-2.colorset/Contents.json", "JSON", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 21
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/ios/fyp/fyp/Assets.xcassets/colors/bg/bg-3.colorset/Contents.json", "JSON", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 21
"/Users/tha/Desktop/uni/uog/Project/GIT/Code/ios/fyp/fyp/Assets.xcassets/colors/bg/bg-4.colorset/Contents.json", "JSON", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 21
